-.738504	-30.040515
.441818	-19.106102
.740104	-19.235474
-.183947	-22.158203
1.005061	-12.767199
-.378227	-14.88776 
-.842426	-24.304135
-.738619	-34.606005
.380877	-2.211216
2.381463	-16.054308
1.023459	-14.855418
-1.25029 	-20.000361
1.569181	-13.040869
.211205	-15.876599
.431808	-27.086558
1.18687 	-25.891175
-.388567	-27.980212
-.676975	-17.858401
1.020759	-17.398516
-.568526	-28.160114
-.798182	-23.377095
-1.474638	-31.973667
2.114394	-23.468872
.738158	-32.885969
1.5248  	-17.241754
.247716	-24.829018
-.053443	-15.295302
.209835	-17.750936
-1.039566	-21.131099
-.260228	-19.041449
1.862319	-12.415911
-.639067	-16.406578
.560243	-17.437638
-.703702	-15.969102
.413928	-16.895341
.05245 	-25.530566
.469817	-12.208124
.038962	-20.664621
-.354056	-22.33997 
-2.411697	-32.071802
-1.786246	-34.094031
.521595	-17.423715
-.020796	-21.15507 
-.399076	-23.229011
-.902205	-31.451438
-1.264001	-22.64653 
1.301061	-13.844645
.346676	-19.723609
-1.641257	-28.423875
.506675	-22.492547
-.535379	-16.593587
-1.275248	-24.481074
-1.090956	-18.541938
-.861089	-26.017614
-.389039	-29.302951
-.793457	-25.887511
1.260485	-11.910622
.914778	-8.207688
-.169735	-25.657078
.516536	-20.630618
1.142799	-25.584297
-1.205035	-31.019705
.351255	-11.933073
1.408766	-13.575786
.15302 	-22.259216
.815544	-9.862904
-2.096531	-22.058289
.475828	-15.831849
-.403656	-24.685188
.442109	-19.14385 
.343601	-16.759957
1.736058	-10.755554
1.261228	-10.576751
.388599	-20.888744
.205201	-24.157009
-.072342	-22.192466
-.896271	-21.833314
.44785 	-8.472411
-1.093227	-18.57394 
-1.840535	-20.162701
.540456	-11.83965 
-2.133804	-32.498524
-1.531678	-24.20036 
-.050134	-21.887738
-.290866	-24.747136
.494196	-21.461064
.67553 	-20.959651
.360313	-21.021636
-.674342	-16.781076
1.180228	-6.912914
.623924	-15.428594
.489792	-19.277176
1.756058	-9.544255
1.880577	-5.767109
-.571956	-18.384103
-.312859	-24.38116 
-.417509	-15.003489
1.032212	-25.08992 
-.963014	-25.027577
.37174 	-19.061964
1.134907	-19.119413
.159544	-21.36464 
-.54456 	-16.833949
-.757381	-25.643087
-1.206195	-26.238663
-.175385	-20.327633
.434292	-23.364343
1.402137	-16.485286
.018899	-25.49332 
1.609906	-19.86668 
-1.642283	-19.300006
.831749	-9.169542
-.880261	-33.408933
.796638	-23.786459
-.215643	-26.101718
-.2105  	-22.704023
-1.641099	-14.963655
.757406	-13.02935 
.547209	-23.274985
.696652	-13.714685
-2.663925	-23.713133
.648839	-15.662864
.222912	-14.069564
-.329845	-19.771237
-.252915	-30.479021
.955362	-8.150437
-.364103	-24.200968
-2.966   	-33.970215
.299609	-21.177757
1.079783	-25.931209
.119003	-18.905267
-.735471	-18.33051 
-.463971	-25.54062 
.334392	-11.150114
.228073	-17.156385
-.546634	-32.959861
.465979	-16.744142
.433603	-18.516201
-.753328	-23.199042
-.27732 	-23.369567
.325453	-14.952367
.190989	-10.381897
-1.377037	-24.197487
-1.745949	-30.550576
.12919 	-22.18473 
.511296	-14.893809
.664207	-10.795648
-.132266	-19.577937
1.315937	-15.73728 
-.054777	-22.359772
1.354458	-16.185357
-.37634 	-17.063404
1.882532	-10.217053
-.293584	-25.976718
.825441	-13.383491
-.726996	-21.753767
-.929549	-19.584255
.700449	-9.071674
.938506	-17.380164
1.109293	-4.076348
-1.957427	-29.907728
1.098957	-17.205806
-.418001	-24.604764
-1.591066	-29.758599
2.226254	-7.712337
.496135	-15.315492
1.433114	-17.423239
.378436	-19.743923
-.106385	-23.060779
-1.792074	-30.706747
-1.109574	-30.506335
.908268	-13.364524
-.289433	-21.934024
.952985	-14.910495
.275019	-19.301092
.33644 	-11.589627
1.54277 	-18.049764
-.852214	-18.35187 
-1.550332	-39.538165
-.047121	-22.172282
-.818182	-23.737869
-.491101	-17.425792
-.552986	-23.516204
-.815411	-19.983499
-1.055995	-20.81669 
-2.126404	-32.823215
.357156	-23.490984
-.946046	-16.995583
.218822	-28.56125 
-1.365826	-25.566497
.554651	-23.256484
-.020290	-13.084162
-.115902	-20.463814
.796615	-19.0885  
-.1753  	-29.010418
.166211	-19.443014
.727574	-16.482319
.822615	-14.105702
1.897333	-13.301856
.162165	-16.611658
.380277	-19.187026
-.10606 	-33.397895
1.742054	-6.866013
-1.418432	-19.747989
-.12091 	-12.84837 
-.902446	-18.21983 
1.622634	-17.084177
.328686	-18.234956
-1.116937	-23.54113 
-.498071	-25.277231
.560062	-7.930452
-.567394	-26.800742
-.151966	-24.298083
-1.604289	-23.691563
-.657357	-23.666895
.557993	-17.465096
.272202	-22.717893
.63421 	-13.933181
.746947	-14.447104
.271002	-20.688315
-.041170	-29.298674
.492025	-15.99173 
-.245184	-16.704297
-.192137	-20.447387
-.656366	-15.875319
-.731032	-26.329964
-1.725229	-32.81496 
2.238911	-4.134252
-1.033844	-25.642588
.384023	-17.914366
-1.132959	-21.291599
.176849	-13.328503
.214965	-19.246446
-1.915794	-25.741733
1.973946	-17.111058
-.267683	-18.463426
-.859913	-27.186635
.183175	-23.247342
.289282	-15.977632
1.236645	-19.286753
1.115355	-18.877733
-.376866	-14.586174
.503708	-14.420292
-.985917	-15.353069
.350728	-17.051575
1.860939	-15.836562
-1.677582	-24.50146 
.005534	-19.672132
-.891252	-18.613045
-.28761 	-25.4925  
-.815126	-20.533679
.025601	-17.152865
-.234925	-16.14857 
.166341	-27.709094
-1.74424 	-15.154591
-1.736021	-34.79922 
-.104282	-19.529224
.330425	-17.484407
1.488833	-14.729882
-.161101	-31.178551
-1.068495	-24.815173
